train_accuracy,val_accuracy,train_loss,val_loss
0.717,0.799,0.8104912085533142,0.5614139814376831
0.84125,0.838,0.45496955394744876,0.4702685441970825
0.86825,0.852,0.3823189404010773,0.44436233043670653
0.88625,0.849,0.3290223772525787,0.4180988516807556
0.9025,0.864,0.2862850115299225,0.3956073098182678
0.9145,0.865,0.2534483958482742,0.39233505964279175
0.92225,0.873,0.22491953301429748,0.371281153678894
0.936,0.872,0.19319350278377534,0.3777513160705566
