train_accuracy,val_accuracy,train_loss,val_loss
0.66625,0.766,0.9508188281059266,0.652019268989563
0.78875,0.815,0.5854062638282775,0.532805459022522
0.819,0.81,0.5071331050395965,0.5039791235923767
0.83225,0.838,0.4733223700523376,0.4634621934890747
0.84375,0.848,0.43642892289161683,0.4441999039649963
0.85325,0.855,0.4232285506725311,0.41403335046768186
0.85325,0.871,0.4055768082141876,0.3848592963218689
0.87075,0.862,0.3776543843746185,0.40241567850112914
