train_accuracy,val_accuracy,train_loss,val_loss
0.53325,0.616,1.5770497035980224,1.2023718690872192
0.7265,0.712,0.937610134601593,0.864605818271637
0.76425,0.713,0.747093505859375,0.8689060287475586
0.78525,0.769,0.6446350965499877,0.699968671798706
0.797,0.604,0.5943400111198426,0.9455637788772583
0.80325,0.705,0.5537056114673614,0.9517019567489624
0.82025,0.735,0.5074581830501557,0.7179258441925049
0.83125,0.82,0.4733646471500397,0.5075544037818909
