train_accuracy,val_accuracy,train_loss,val_loss
0.72075,0.802,0.8040284647941589,0.5576952638626098
0.84475,0.84,0.4324745583534241,0.4577998819351196
0.88475,0.835,0.33400683116912844,0.4441945390701294
0.90625,0.867,0.27155530047416687,0.4031299228668213
0.92775,0.875,0.21977014589309693,0.357169670343399
0.943,0.874,0.1719645864367485,0.36015895223617556
0.95675,0.859,0.14358187443017958,0.37755722618103027
0.9625,0.871,0.11813088685274124,0.3678050317764282
