train_accuracy,val_accuracy,train_loss,val_loss
0.702,0.782,0.8546136856079102,0.5904321327209473
0.834,0.834,0.48068658685684207,0.48411444330215453
0.85725,0.842,0.4240134484767914,0.4277362699508667
0.871,0.856,0.366975298166275,0.4008601016998291
0.8845,0.862,0.3309139411449432,0.3993438320159912
0.89325,0.858,0.30110419559478757,0.39530326747894284
0.90275,0.876,0.2755983605384827,0.367429785490036
0.91525,0.87,0.2450751051902771,0.38374834537506103
